customer_id,signup_date,age,gender,country,segment,is_churned,lifetime_value,email_opt_in,has_app
C02054,2024-03-17,33,F,US,Regular,0,750.57,1,0
C02055,2023-08-02,20,M,AU,Regular,0,1153.64,1,1
C02056,2023-08-31,18,F,US,Occasional Visitor,1,850.6,1,1
C02057,2021-10-03,53,F,US,Regular,0,1147.84,0,0
C02058,2021-04-14,37,M,CA,Budget Shopper,0,368.83,1,1
C02059,2021-11-24,49,F,UK,Budget Shopper,1,418.81,0,0
C02060,2022-04-17,46,M,US,VIP,0,6194.74,1,1
C02061,2024-04-09,42,M,AU,Budget Shopper,1,549.61,0,0
C02062,2022-09-07,31,M,US,Regular,0,861.28,0,0
C02063,2021-04-15,40,Non-binary,IN,Budget Shopper,0,339.51,1,0
C02064,2021-03-02,52,M,AU,Regular,1,1079.99,0,1
C02065,2021-06-13,35,M,US,VIP,0,4846.8,1,0
C02066,2021-12-04,57,Non-binary,FR,Regular,0,746.28,0,0
C02067,2024-04-29,18,M,DE,Occasional Visitor,0,738.35,1,1
C02068,2021-05-31,18,Non-binary,MX,Budget Shopper,1,439.43,1,0
C02069,2021-10-21,46,F,FR,Regular,0,938.48,0,0
C02070,2021-12-10,25,F,US,VIP,0,4465.03,1,1
C02071,2021-12-25,59,M,DE,Regular,0,1175.44,1,0
C02072,2022-04-11,51,M,DE,Budget Shopper,0,511.19,1,0
C02073,2020-10-10,54,M,FR,VIP,0,6569.02,1,1
C02074,2021-03-07,45,M,UK,Regular,0,1154.4,0,1
C02075,2022-03-17,23,F,IN,Regular,0,1321.32,1,1
C02076,2023-12-08,18,M,US,Occasional Visitor,1,535.29,1,0
C02077,2024-02-21,52,F,JP,Budget Shopper,0,518.98,1,1
C02078,2024-02-14,18,M,US,Regular,0,997.59,1,0
C02079,2022-07-05,54,M,US,Budget Shopper,0,590.49,1,1
C02080,2022-01-03,43,M,US,Regular,0,1169.88,1,1
C02081,2022-06-18,34,M,BR,Budget Shopper,1,696.89,0,1
C02082,2022-02-14,40,F,AU,Premium,0,1840.89,0,0
C02083,2022-05-09,40,F,UK,Budget Shopper,0,411.09,1,0
C02084,2022-08-22,32,M,BR,Premium,0,2604.73,0,0
C02085,2024-05-15,52,F,US,Budget Shopper,1,483.78,1,0
C02086,2022-05-30,51,F,US,Regular,0,840.52,0,0
C02087,2021-05-30,36,F,US,Regular,0,1202.65,1,0
C02088,2020-06-03,27,M,UK,Premium,0,2102.84,1,0
C02089,2024-01-18,50,F,UK,Regular,0,1223.9,1,1
C02090,2022-06-15,18,M,US,Regular,0,632.53,0,0
C02091,2021-02-21,40,M,US,VIP,1,4633.26,1,1
C02092,2023-03-02,43,F,US,Regular,0,1143.15,1,1
C02093,2024-05-05,25,M,US,Budget Shopper,1,521.16,0,0
C02094,2021-06-25,46,F,CA,VIP,0,5873.79,0,0
C02095,2022-02-07,34,F,CA,Regular,0,1032.77,1,0
C02096,2024-01-06,28,M,US,Budget Shopper,0,555.96,0,0
C02097,2021-04-16,46,Prefer not to say,US,Regular,0,1080.9,1,0
C02098,2023-12-14,21,M,DE,Budget Shopper,0,591.66,0,0
C02099,2022-10-26,45,F,AU,Budget Shopper,0,307.78,1,0
C02100,2020-01-26,18,F,UK,Premium,0,837.41,1,0
C02101,2021-10-18,38,M,CA,Budget Shopper,0,656.71,0,0
C02102,2022-05-16,35,M,JP,Premium,0,2058.88,0,1
C02103,2022-08-18,28,F,AU,VIP,0,2870.78,1,1
C02104,2021-09-07,39,F,US,Regular,0,1055.79,1,0
C02105,2022-04-18,34,F,IN,Premium,0,2088.85,1,1
C02106,2023-06-16,47,M,CA,Premium,0,2621.44,0,1
C02107,2024-07-02,41,M,CA,Occasional Visitor,1,898.45,1,1
C02108,2023-06-16,40,F,DE,Regular,0,985.2,1,0
C02109,2021-09-04,38,F,UK,Budget Shopper,1,616.12,0,0
C02110,2023-03-25,29,M,BR,Regular,1,767.0,1,0
C02111,2023-06-24,31,F,US,Regular,1,453.61,1,1
C02112,2021-05-22,37,F,UK,Budget Shopper,1,518.45,1,1
C02113,2022-02-02,32,F,US,Regular,0,1029.06,1,0
C02114,2024-02-01,48,F,FR,Budget Shopper,0,263.18,1,1
C02115,2023-06-28,36,M,US,VIP,0,5761.65,1,1
C02116,2021-08-10,39,M,UK,Budget Shopper,1,287.71,1,0
C02117,2023-07-23,18,F,BR,Budget Shopper,0,485.94,0,0
C02118,2022-10-03,46,Prefer not to say,US,Budget Shopper,0,595.87,1,0
C02119,2023-01-24,28,F,US,Budget Shopper,0,532.1,1,1
C02120,2022-10-14,22,M,CA,Budget Shopper,0,525.06,1,0
C02121,2024-01-12,54,M,UK,Budget Shopper,0,440.72,0,0
C02122,2022-07-22,43,F,US,Budget Shopper,1,521.06,1,1
C02123,2023-01-22,46,F,US,Budget Shopper,0,563.57,1,0
C02124,2023-05-04,40,M,US,Regular,0,922.74,1,0
C02125,2022-12-07,33,M,US,Regular,0,789.02,1,1
C02126,2024-01-28,31,F,AU,Regular,0,1316.78,1,1
C02127,2021-10-30,44,M,US,Regular,0,1609.22,1,1
C02128,2024-04-24,48,M,UK,Budget Shopper,1,686.84,1,1
C02129,2023-05-16,34,F,US,Budget Shopper,0,171.7,1,0
C02130,2024-05-10,59,M,JP,Budget Shopper,1,656.42,0,0
C02131,2021-04-23,32,M,AU,Premium,1,2019.41,1,1
C02132,2024-03-04,18,M,UK,Occasional Visitor,0,1160.13,1,1
C02133,2020-02-24,18,M,FR,VIP,0,3701.82,1,0
C02134,2024-03-24,18,Non-binary,US,Regular,0,789.72,1,1
C02135,2023-11-08,30,F,US,Regular,0,1086.23,0,0
C02136,2022-01-14,32,M,UK,Regular,0,989.53,1,0
C02137,2020-03-07,43,M,CA,Premium,0,2188.77,1,1
C02138,2022-06-08,34,M,US,Premium,0,2965.87,0,1
C02139,2022-05-07,45,F,UK,Premium,0,3141.96,1,0
C02140,2021-11-04,35,F,FR,VIP,0,3820.16,1,0
C02141,2021-07-19,35,F,BR,Regular,1,1551.09,0,1
C02142,2023-03-17,28,M,BR,Premium,0,1661.62,0,0
C02143,2021-07-05,52,Non-binary,CA,Premium,0,2037.35,1,0
C02144,2023-07-14,18,F,DE,Regular,0,1796.7,0,1
C02145,2023-01-01,38,M,CA,VIP,0,5462.11,1,1
C02146,2022-12-01,32,M,US,Budget Shopper,0,417.87,1,1
C02147,2023-07-25,44,M,FR,Occasional Visitor,0,852.79,1,1
C02148,2023-02-06,34,F,US,Premium,0,2823.34,1,1
C02149,2023-05-02,35,M,BR,Budget Shopper,1,542.17,1,1
C02150,2023-02-15,31,M,US,Premium,0,3168.26,0,1
C02151,2023-02-21,51,F,US,Budget Shopper,0,391.85,1,1
C02152,2023-03-03,35,F,US,Premium,1,2007.71,1,1
C02153,2023-01-11,58,M,AU,Premium,0,1865.89,1,0
C02154,2021-10-03,38,F,US,Regular,0,871.57,0,0
C02155,2020-08-08,35,M,CA,VIP,0,5053.04,1,1
C02156,2021-07-24,33,F,US,Budget Shopper,1,367.03,1,1
C02157,2023-10-18,41,F,DE,Budget Shopper,0,536.33,1,0
C02158,2021-11-03,27,F,CA,Regular,0,1274.01,0,1
C02159,2022-07-29,36,Non-binary,MX,Budget Shopper,0,347.17,1,1
C02160,2023-10-03,35,F,US,Regular,0,926.74,1,1
C02161,2022-07-01,38,F,US,Budget Shopper,0,436.19,0,1
C02162,2021-03-20,39,F,US,Regular,0,1039.69,1,1
C02163,2022-04-07,39,M,UK,Regular,0,1054.73,1,0
C02164,2020-04-30,36,Non-binary,IN,VIP,0,6131.68,0,1
C02165,2022-05-07,53,F,US,Budget Shopper,0,622.46,1,0
C02166,2022-07-29,40,Non-binary,JP,VIP,0,3989.47,0,1
C02167,2022-10-26,66,F,US,Regular,0,1290.21,0,0
C02168,2023-05-12,35,F,AU,Regular,0,1478.11,1,0
C02169,2021-05-17,46,M,DE,Regular,0,1432.62,1,1
C02170,2023-08-16,26,M,BR,Regular,0,1156.34,0,0
C02171,2022-06-27,51,F,CA,Budget Shopper,0,493.21,0,1
C02172,2022-01-02,26,Non-binary,DE,Regular,0,714.01,0,0
C02173,2023-04-12,40,F,US,Budget Shopper,0,448.36,0,0
C02174,2021-06-22,31,F,US,Regular,1,689.16,1,0
C02175,2022-09-28,40,M,AU,Regular,0,1413.53,1,1
C02176,2022-06-23,32,M,US,Regular,0,1027.47,1,1
C02177,2020-07-30,25,M,AU,Premium,0,2348.14,1,1
C02178,2024-04-30,31,Prefer not to say,US,Budget Shopper,0,422.82,0,1
C02179,2023-12-28,53,F,US,Occasional Visitor,0,517.94,1,1
C02180,2020-02-22,40,F,DE,Premium,0,2827.52,0,1
C02181,2024-02-12,19,F,US,Occasional Visitor,0,900.4,1,0
C02182,2023-05-18,48,M,DE,Premium,0,2960.15,1,0
C02183,2023-05-04,24,Prefer not to say,BR,Budget Shopper,0,280.97,1,1
C02184,2023-03-24,43,F,US,Regular,0,1462.66,1,1
C02185,2024-02-24,41,M,US,Budget Shopper,1,484.3,1,1
C02186,2020-04-17,42,F,US,Premium,0,2866.41,0,0
C02187,2022-12-04,57,M,UK,Regular,0,375.22,1,1
C02188,2022-02-14,25,F,FR,Budget Shopper,0,551.28,1,0
C02189,2022-05-13,42,M,BR,VIP,0,4908.11,0,0
C02190,2023-12-25,50,M,US,Budget Shopper,0,472.42,1,1
C02191,2021-04-09,27,F,US,Regular,0,1072.97,1,0
C02192,2020-07-20,26,M,US,Premium,0,2042.34,1,1
C02193,2024-05-02,31,M,US,Budget Shopper,1,323.46,0,1
C02194,2022-09-20,38,F,UK,Regular,1,752.3,1,1
C02195,2021-02-06,18,M,BR,Premium,0,2416.09,1,0
C02196,2021-07-14,41,F,US,Budget Shopper,0,663.93,0,1
C02197,2022-03-29,18,F,AU,Regular,0,1404.39,1,1
C02198,2021-01-07,50,M,UK,Budget Shopper,1,528.79,0,0
C02199,2020-10-11,41,Prefer not to say,IN,Premium,0,2106.77,1,0
C02200,2021-08-22,57,M,IN,Budget Shopper,1,757.88,1,1
C02201,2020-04-18,43,M,IN,VIP,0,5851.12,0,0
C02202,2023-05-21,31,M,UK,VIP,0,5743.3,1,0
C02203,2023-10-06,25,F,US,Budget Shopper,1,333.44,1,1
C02204,2024-04-14,37,M,US,Regular,0,1170.27,1,1
C02205,2021-11-03,34,M,US,Regular,0,759.59,1,1
C02206,2021-01-03,49,F,CA,Premium,0,3648.99,1,1
C02207,2021-12-27,23,F,JP,Regular,0,868.73,0,1
C02208,2022-12-14,59,M,CA,Budget Shopper,0,424.15,1,0
C02209,2021-10-28,50,M,UK,Budget Shopper,1,418.84,1,1
C02210,2024-12-16,32,M,US,Occasional Visitor,0,725.97,0,1
C02211,2023-09-24,56,M,DE,Regular,1,1284.36,1,1
C02212,2020-10-19,25,F,US,VIP,0,5003.79,1,1
C02213,2024-04-01,37,M,US,Regular,0,1111.64,0,1
C02214,2022-06-04,19,M,US,VIP,0,5898.89,1,1
C02215,2024-01-05,57,M,IN,Budget Shopper,0,310.33,0,0
C02216,2022-10-21,18,F,US,Budget Shopper,0,593.52,0,0
C02217,2023-03-02,18,F,JP,VIP,0,5168.32,1,0
C02218,2021-04-07,27,M,UK,VIP,0,4121.52,1,0
C02219,2022-09-04,50,F,DE,Regular,0,1136.24,1,1
C02220,2021-03-20,46,F,IN,Regular,0,1131.16,0,1
C02221,2021-08-06,36,M,IN,Regular,0,378.43,0,1
C02222,2023-09-12,47,M,US,Regular,0,1478.07,1,1
C02223,2022-02-22,33,M,US,Budget Shopper,1,651.09,0,0
C02224,2020-05-10,40,F,US,VIP,0,3367.41,0,1
C02225,2022-01-09,54,M,UK,Budget Shopper,0,405.52,0,0
C02226,2021-03-26,32,M,US,Premium,1,3212.17,1,0
C02227,2023-07-05,25,F,DE,Budget Shopper,0,583.06,1,1
C02228,2021-04-26,40,F,US,Budget Shopper,0,548.6,1,1
C02229,2020-02-02,43,F,JP,Premium,0,2661.52,1,0
C02230,2023-07-13,36,M,AU,Regular,0,1202.84,1,0
C02231,2020-06-30,47,M,FR,Premium,0,1761.11,1,1
C02232,2022-06-20,32,F,DE,Budget Shopper,1,429.42,1,1
C02233,2022-05-21,36,F,US,VIP,1,6246.73,1,1
C02234,2021-10-18,39,Prefer not to say,US,Premium,0,2793.75,1,0
C02235,2020-06-06,38,F,UK,VIP,0,5355.0,1,1
C02236,2023-07-11,54,F,BR,Budget Shopper,0,419.01,1,0
C02237,2021-03-03,39,M,US,Regular,0,1372.04,1,0
C02238,2021-10-24,31,Prefer not to say,UK,Regular,0,834.18,0,1
C02239,2021-05-20,41,F,AU,Regular,0,1507.23,1,1
C02240,2022-10-17,47,M,US,Budget Shopper,1,409.33,0,0
C02241,2023-06-01,44,F,BR,Budget Shopper,1,391.06,0,0
C02242,2023-04-10,43,F,JP,Regular,0,1108.3,0,1
C02243,2021-06-27,18,M,US,Budget Shopper,0,526.58,1,1
C02244,2022-03-15,18,F,CA,Regular,0,1126.69,1,1
C02245,2021-07-06,50,F,US,Budget Shopper,0,334.65,0,1
C02246,2022-03-14,40,M,UK,Budget Shopper,0,552.69,1,1
C02247,2021-10-21,34,Prefer not to say,BR,Regular,0,1369.32,1,1
C02248,2023-08-03,43,Non-binary,US,Regular,0,1077.7,1,0
C02249,2023-08-17,58,M,JP,Regular,0,674.81,1,0
C02250,2023-11-11,51,M,MX,Regular,0,1041.89,1,1
C02251,2020-09-12,46,F,DE,Premium,0,1720.28,1,1
C02252,2021-01-18,24,M,US,Regular,0,568.78,0,1
C02253,2021-02-15,25,Prefer not to say,US,Regular,1,949.24,1,0
C02254,2024-10-01,18,M,UK,Occasional Visitor,0,1124.83,0,0
C02255,2024-03-01,42,F,US,Regular,0,1077.3,1,0
C02256,2020-09-27,48,F,US,VIP,0,4658.69,0,1
C02257,2023-01-23,49,M,US,Premium,0,2826.01,1,0
C02258,2022-11-07,43,F,DE,Budget Shopper,0,576.39,0,1
C02259,2021-08-24,33,M,US,Regular,0,696.9,1,1
C02260,2021-02-03,28,M,US,Premium,0,3521.44,1,0
C02261,2023-11-01,25,M,DE,Occasional Visitor,1,839.56,1,0
C02262,2023-09-02,33,M,US,Regular,0,1349.34,1,1
C02263,2021-08-29,23,M,US,Budget Shopper,1,425.62,1,1
C02264,2021-08-22,56,M,US,Regular,0,562.32,1,0
C02265,2023-07-08,19,M,US,Budget Shopper,0,485.39,1,1
C02266,2021-01-20,32,M,US,Premium,1,1738.62,1,1
C02267,2021-11-16,18,M,US,Regular,0,1422.06,1,1
C02268,2022-10-27,38,F,UK,Premium,0,1549.8,1,1
C02269,2023-04-03,34,M,US,VIP,0,5033.2,0,1
C02270,2022-12-10,30,F,US,Regular,1,1264.83,1,1
C02271,2023-11-23,23,M,FR,Regular,0,1216.92,0,1
C02272,2022-12-09,35,M,DE,Premium,0,2099.42,1,0
C02273,2022-01-20,28,M,US,Premium,0,1331.95,1,0
C02274,2022-11-24,33,M,JP,VIP,0,3116.25,1,1
C02275,2021-01-12,58,F,AU,Budget Shopper,0,405.35,0,1
C02276,2021-02-15,37,F,CA,Regular,0,712.21,0,1
C02277,2024-02-02,41,M,UK,Budget Shopper,0,490.57,1,1
C02278,2022-07-17,29,M,US,VIP,0,4046.85,0,0
C02279,2022-06-21,25,F,UK,Regular,0,744.48,0,1
C02280,2023-10-03,34,M,CA,Regular,1,708.76,0,0
C02281,2023-04-29,65,F,MX,Budget Shopper,0,301.01,0,0
C02282,2021-04-02,31,F,JP,Regular,0,1084.48,0,1
C02283,2021-03-05,39,M,US,Premium,0,1959.67,1,1
C02284,2023-06-24,25,M,MX,Budget Shopper,0,503.22,1,1
C02285,2024-03-21,18,M,FR,Budget Shopper,0,490.33,0,1
C02286,2022-10-23,25,F,DE,VIP,0,4745.86,1,1
C02287,2023-02-12,63,Prefer not to say,BR,Premium,0,2788.37,1,0
C02288,2024-05-05,42,M,US,Budget Shopper,0,315.84,0,1
C02289,2024-02-16,54,Non-binary,US,Budget Shopper,0,581.59,1,1
C02290,2024-05-02,30,M,IN,Occasional Visitor,0,878.51,1,0
C02291,2021-03-04,18,M,US,Premium,0,2281.33,1,0
C02292,2022-10-11,21,F,FR,Regular,0,877.81,1,0
C02293,2023-10-13,39,Prefer not to say,AU,Regular,1,1110.87,0,1
C02294,2022-06-27,37,F,BR,Budget Shopper,1,556.08,0,1
C02295,2023-11-27,34,F,US,Budget Shopper,0,324.99,1,0
C02296,2022-06-13,28,F,DE,Premium,0,2765.9,1,1
C02297,2021-09-25,46,F,US,Budget Shopper,1,717.35,1,0
C02298,2024-03-20,28,F,IN,Budget Shopper,1,491.88,1,1
C02299,2022-12-15,38,F,UK,Premium,0,3181.94,1,1
C02300,2022-02-04,37,F,DE,VIP,0,5593.69,0,1
C02301,2020-09-04,30,F,IN,Premium,1,2558.09,0,0
C02302,2021-10-18,24,Prefer not to say,UK,Regular,0,907.3,0,1
C02303,2023-12-08,29,F,UK,Regular,1,1006.21,1,1
C02304,2021-01-23,57,M,UK,Regular,1,830.27,1,0
C02305,2022-09-10,48,F,CA,Regular,0,1359.39,1,1
C02306,2023-03-01,47,F,FR,Regular,0,895.25,0,1
C02307,2021-10-24,25,F,AU,Regular,0,1584.56,0,1
C02308,2024-01-09,18,F,US,Regular,0,1220.54,0,0
C02309,2021-10-28,48,M,US,VIP,0,5492.56,1,1
C02310,2023-07-09,45,M,UK,Occasional Visitor,1,535.29,1,1
C02311,2022-02-13,36,M,US,Budget Shopper,0,583.19,0,0
C02312,2022-05-23,30,F,FR,Regular,0,1039.41,1,0
C02313,2021-10-12,18,F,CA,Budget Shopper,0,429.49,1,1
C02314,2024-04-14,45,F,US,Regular,0,919.62,1,0
C02315,2022-04-06,49,M,DE,Budget Shopper,1,344.85,0,1
C02316,2022-10-03,26,Prefer not to say,US,Budget Shopper,0,501.24,0,1
C02317,2021-11-13,25,M,FR,Premium,0,2299.82,0,1
C02318,2021-10-09,49,M,US,Regular,0,738.76,1,1
C02319,2021-12-25,27,Prefer not to say,US,VIP,0,5643.45,1,0
C02320,2022-03-28,56,F,US,Budget Shopper,1,766.06,0,1
C02321,2021-01-14,33,Non-binary,UK,Budget Shopper,0,322.0,1,0
C02322,2022-06-05,30,F,FR,Regular,0,1068.86,1,1
C02323,2023-01-15,35,M,CA,Budget Shopper,0,707.29,0,0
C02324,2021-05-30,30,M,US,Budget Shopper,0,402.83,0,1
C02325,2024-08-25,48,F,CA,Occasional Visitor,0,887.94,0,1
C02326,2022-01-31,45,F,UK,Budget Shopper,1,549.06,1,1
C02327,2023-01-26,48,F,AU,Budget Shopper,0,582.28,1,1
C02328,2022-01-23,37,M,US,Regular,1,1603.98,0,1
C02329,2023-04-07,29,M,FR,Regular,0,607.79,0,0
C02330,2021-07-16,34,F,DE,Regular,0,1152.49,1,1
C02331,2023-02-19,29,Non-binary,DE,Regular,1,962.23,1,0
C02332,2020-03-11,52,M,UK,Premium,0,2376.14,0,1
C02333,2021-01-22,47,M,US,Budget Shopper,0,505.63,0,1
C02334,2021-11-21,33,M,US,Regular,0,1019.11,0,0
C02335,2020-08-10,23,M,IN,Premium,0,1747.63,0,1
C02336,2021-09-18,53,F,CA,VIP,0,3726.03,1,1
C02337,2021-07-31,36,F,CA,Regular,0,1684.54,1,1
C02338,2021-05-05,33,M,CA,Regular,0,720.07,1,1
C02339,2024-02-06,53,F,US,Budget Shopper,0,653.33,1,1
C02340,2023-07-28,28,F,US,Budget Shopper,0,370.62,1,1
C02341,2021-10-05,31,M,CA,Budget Shopper,1,511.92,1,0
C02342,2020-06-02,32,Non-binary,US,Premium,0,3580.91,0,0
C02343,2023-05-03,19,F,BR,Budget Shopper,1,599.35,1,1
C02344,2023-02-04,38,M,US,Premium,0,1537.13,1,1
C02345,2021-08-16,25,F,DE,Budget Shopper,0,457.87,1,1
C02346,2021-04-02,28,M,US,VIP,0,4967.66,1,1
C02347,2020-05-30,26,Prefer not to say,IN,Premium,0,3018.34,1,1
C02348,2022-06-25,27,F,IN,Budget Shopper,0,505.91,0,1
C02349,2021-07-27,24,Non-binary,US,Budget Shopper,0,480.14,0,1
C02350,2021-01-06,37,M,UK,Budget Shopper,1,715.0,0,0
C02351,2021-10-10,33,M,JP,VIP,0,6975.42,0,1
C02352,2024-06-03,35,F,CA,Budget Shopper,0,587.33,1,0
C02353,2023-04-04,63,F,US,Regular,0,927.82,1,0
C02354,2023-08-24,33,F,AU,Regular,1,370.9,1,1
C02355,2022-11-02,42,M,US,Premium,1,1632.56,1,1
C02356,2021-06-14,43,F,US,Regular,0,675.45,1,1
C02357,2021-11-16,34,M,IN,Regular,0,1083.17,0,0
C02358,2024-05-22,38,M,JP,Occasional Visitor,0,987.58,0,0
C02359,2023-09-15,35,F,US,Budget Shopper,1,746.98,1,0
C02360,2022-07-17,37,F,US,Premium,0,3164.17,0,0
C02361,2022-02-03,27,F,US,Budget Shopper,0,411.29,1,0
C02362,2022-04-11,29,M,BR,Regular,1,1169.84,1,1
C02363,2020-04-11,35,F,IN,VIP,0,5502.9,1,0
C02364,2021-02-04,18,Prefer not to say,BR,Premium,0,1464.32,0,0
C02365,2023-04-12,52,M,US,Premium,0,1875.82,1,1
C02366,2021-04-27,60,F,US,Budget Shopper,1,446.16,1,1
C02367,2022-04-09,37,F,CA,Regular,1,1685.73,1,1
C02368,2024-02-07,42,M,US,Regular,0,1206.27,1,1
C02369,2024-05-04,47,F,US,Regular,0,738.49,1,1
C02370,2022-04-26,19,Non-binary,US,Regular,0,983.17,1,1
C02371,2022-08-17,46,F,FR,Regular,0,1223.42,1,0
C02372,2022-10-30,29,M,DE,Regular,0,1030.94,0,1
C02373,2023-11-16,62,F,AU,Budget Shopper,0,455.48,1,0
C02374,2023-09-08,32,F,US,Regular,0,1301.3,0,1
C02375,2022-10-31,45,F,AU,Budget Shopper,0,675.18,1,1
C02376,2021-04-19,32,M,UK,VIP,0,6520.2,1,1
C02377,2022-04-21,61,M,US,Regular,0,1017.43,0,1
C02378,2023-04-09,28,F,CA,Budget Shopper,0,479.37,0,0
C02379,2022-12-01,48,F,AU,Premium,0,2214.52,0,1
C02380,2020-04-07,42,Prefer not to say,US,Premium,0,3033.6,0,1
C02381,2022-09-06,39,M,AU,Budget Shopper,0,451.39,0,1
C02382,2021-07-05,37,F,CA,Budget Shopper,0,259.57,0,1
C02383,2021-05-04,26,M,DE,Budget Shopper,0,560.31,1,1
C02384,2022-03-07,18,F,IN,Budget Shopper,1,566.16,1,0
C02385,2020-11-12,47,F,FR,Premium,0,2156.81,0,0
C02386,2023-07-31,29,M,CA,Occasional Visitor,1,1170.63,0,1
C02387,2022-01-10,49,M,US,Budget Shopper,0,432.22,0,0
C02388,2022-11-29,39,Non-binary,UK,Premium,0,3250.62,0,0
C02389,2023-07-05,49,F,IN,Budget Shopper,0,332.62,0,1
C02390,2021-09-24,44,F,MX,Regular,0,1176.0,0,0
C02391,2022-05-10,18,M,FR,Premium,1,1914.81,0,1
C02392,2022-07-31,42,Non-binary,AU,Regular,0,1079.9,1,0
C02393,2023-08-12,30,F,DE,Budget Shopper,0,595.19,0,0
C02394,2021-11-12,48,M,AU,Regular,0,943.33,1,1
C02395,2023-07-06,42,F,US,Occasional Visitor,1,660.42,1,0
C02396,2022-02-04,42,M,UK,Budget Shopper,0,472.18,0,0
C02397,2024-06-22,31,F,CA,Budget Shopper,0,969.95,0,0
C02398,2022-12-11,24,F,CA,Budget Shopper,0,525.28,1,0
C02399,2021-03-11,29,M,CA,Regular,0,1139.35,0,0
C02400,2024-05-29,18,M,MX,Regular,0,1219.59,1,1
C02401,2022-11-19,27,M,IN,Premium,0,1370.36,1,1
C02402,2021-11-24,18,M,IN,Premium,0,2952.52,1,0
C02403,2022-08-02,18,Non-binary,IN,VIP,0,5889.19,1,1
C02404,2020-08-23,36,F,AU,Premium,0,1329.68,0,1
C02405,2023-01-26,41,M,DE,Budget Shopper,0,800.55,1,1
C02406,2024-03-10,34,M,US,Regular,1,1100.84,0,1
C02407,2022-07-14,29,M,IN,Budget Shopper,0,360.4,1,0
C02408,2021-02-19,23,F,US,Regular,1,1186.25,1,1
C02409,2022-08-24,31,M,FR,VIP,0,3863.94,0,1
C02410,2022-07-20,25,M,US,Premium,0,1433.77,1,1
C02411,2024-08-02,34,Prefer not to say,CA,Occasional Visitor,0,745.49,1,1
C02412,2023-04-08,18,F,US,Regular,0,1037.42,0,1
C02413,2021-06-25,43,F,FR,Regular,0,667.0,1,1
C02414,2021-05-27,28,M,IN,Regular,0,885.42,1,0
C02415,2023-10-09,39,M,US,Budget Shopper,0,370.87,0,1
C02416,2023-12-28,45,F,US,Budget Shopper,0,455.33,0,0
C02417,2021-04-11,38,F,BR,Regular,0,1278.11,0,0
C02418,2023-01-12,44,F,US,Budget Shopper,0,517.67,0,1
C02419,2021-09-30,18,F,FR,VIP,0,4959.15,0,1
C02420,2022-03-23,29,M,AU,Budget Shopper,1,271.86,1,1
C02421,2023-04-04,48,F,FR,Budget Shopper,1,496.49,1,1
C02422,2023-03-12,41,M,US,Premium,0,1747.26,1,1
C02423,2023-11-15,57,M,FR,Budget Shopper,0,285.27,0,0
C02424,2020-07-14,55,F,JP,VIP,0,6097.0,1,0
C02425,2021-08-13,38,M,US,Premium,1,1601.42,1,1
C02426,2021-10-30,31,M,FR,Budget Shopper,0,511.76,1,0
C02427,2022-12-25,23,M,US,Premium,0,2107.69,1,1
C02428,2022-09-19,29,M,MX,Regular,0,837.78,1,1
C02429,2020-11-15,30,F,US,Premium,0,3131.92,1,0
C02430,2023-03-19,27,Non-binary,US,Premium,0,2039.73,0,0
C02431,2021-11-05,23,M,US,Premium,0,2080.48,0,1
C02432,2023-01-04,39,M,JP,Regular,0,897.87,0,0
C02433,2022-08-14,55,F,CA,Regular,0,1148.37,1,0
C02434,2020-04-23,46,M,US,Premium,0,2304.29,1,0
C02435,2024-08-25,31,F,US,Occasional Visitor,0,659.64,1,1
C02436,2022-02-24,47,M,IN,Regular,0,846.28,0,0
C02437,2020-11-02,39,F,US,Premium,1,2375.2,1,1
C02438,2023-09-25,34,M,DE,Regular,1,921.14,1,1
C02439,2020-09-12,33,F,CA,Premium,0,3434.71,0,1
C02440,2024-06-30,32,F,AU,Occasional Visitor,0,694.92,1,0
C02441,2022-08-29,42,M,DE,Budget Shopper,0,541.77,0,0
C02442,2023-10-18,36,M,IN,Budget Shopper,1,488.63,1,0
C02443,2021-03-06,26,F,US,Regular,1,1020.5,1,1
C02444,2023-09-16,25,Prefer not to say,UK,Regular,1,1347.31,1,1
C02445,2021-10-20,38,F,US,Regular,0,1259.55,1,0
C02446,2024-01-16,40,M,UK,Budget Shopper,0,570.12,0,0
C02447,2022-03-28,31,F,CA,Regular,1,1251.22,1,1
C02448,2021-01-09,21,M,CA,Regular,0,656.05,1,0
C02449,2022-09-15,50,F,BR,Regular,0,1221.19,0,1
C02450,2020-03-10,47,F,BR,Premium,1,2251.55,1,1
C02451,2020-12-09,18,M,US,Premium,0,2092.26,1,0
C02452,2023-07-04,51,F,DE,Regular,0,2051.59,0,0
C02453,2021-12-16,32,F,FR,Premium,0,1515.82,0,0
C02454,2023-06-24,37,M,JP,Regular,0,1075.1,0,1
C02455,2024-01-26,48,F,US,Regular,0,1052.9,1,1
C02456,2022-11-25,54,F,CA,Regular,0,1077.48,1,1
C02457,2021-03-16,47,F,UK,Budget Shopper,0,373.25,1,1
C02458,2022-01-02,37,F,US,Budget Shopper,0,528.13,1,1
C02459,2023-07-14,18,F,CA,Regular,0,790.97,0,1
C02460,2021-04-03,18,F,US,VIP,0,5354.41,0,1
C02461,2020-06-23,45,F,US,Premium,0,2493.98,1,1
C02462,2023-12-30,51,F,AU,Budget Shopper,0,469.48,0,0
