transaction_id,customer_id,product_id,transaction_date,quantity,unit_price,total_amount,discount_applied,status,payment_method,shipping_cost
T032119,C03907,P0834,2023-07-05 16:35:58,2,33.69,67.38,0,completed,apple_pay,0.0
T036547,C06151,P0397,2023-07-05 16:51:24,2,4.2,8.4,0,refunded,credit_card,8.0
T093303,C06724,P0039,2023-07-05 16:56:42,1,38.89,38.89,0,refunded,credit_card,9.12
T027104,C09625,P0178,2023-07-05 17:07:47,1,370.61,370.61,0,completed,credit_card,0.0
T082024,C04726,P0543,2023-07-05 17:23:27,1,18.96,18.96,0,completed,paypal,7.34
T093211,C02687,P0575,2023-07-05 17:34:12,1,20.99,20.99,0,pending,credit_card,7.78
T031586,C04334,P0355,2023-07-05 18:05:07,4,10.33,41.32,0,completed,paypal,8.74
T026904,C04037,P0239,2023-07-05 18:13:22,1,57.82,57.82,0,pending,debit_card,0.0
T014666,C09644,P0520,2023-07-05 18:23:13,1,28.38,28.38,0,pending,debit_card,8.92
T076184,C06513,P0434,2023-07-05 18:24:37,1,115.22,115.22,5,refunded,paypal,0.0
T061951,C00117,P0524,2023-07-05 18:32:28,1,37.18,37.18,0,completed,credit_card,8.83
T035135,C08739,P0222,2023-07-05 18:44:04,1,52.5,52.5,0,completed,credit_card,0.0
T029364,C07719,P0805,2023-07-05 18:47:40,1,18.25,18.25,0,completed,paypal,9.63
T017837,C01262,P0917,2023-07-05 19:28:37,1,42.0,42.0,5,refunded,apple_pay,6.62
T078886,C02331,P0737,2023-07-05 19:30:14,1,96.12,96.12,20,completed,apple_pay,0.0
T113821,C04958,P0093,2023-07-05 19:33:57,4,21.84,87.34,50,completed,paypal,0.0
T075861,C05684,P0001,2023-07-05 19:48:43,1,48.02,48.02,10,cancelled,credit_card,6.23
T007248,C04917,P0536,2023-07-05 20:05:37,1,140.9,140.9,10,pending,credit_card,0.0
T117538,C00211,P0470,2023-07-05 20:07:47,2,133.8,267.6,0,completed,google_pay,0.0
T087214,C02145,P0597,2023-07-05 20:15:58,1,75.32,75.32,0,cancelled,paypal,0.0
T088667,C01141,P0782,2023-07-05 20:19:10,4,67.13,268.51,40,completed,credit_card,0.0
T014834,C08154,P0281,2023-07-05 20:39:02,1,20.35,20.35,0,completed,credit_card,8.06
T098423,C03953,P0524,2023-07-05 20:49:27,1,37.18,37.18,0,completed,google_pay,4.47
T061085,C05069,P0651,2023-07-05 20:54:56,3,11.37,34.11,0,pending,paypal,9.01
T017634,C01305,P0533,2023-07-05 20:56:47,2,52.27,104.54,0,completed,debit_card,0.0
T043426,C00686,P0926,2023-07-05 21:16:13,6,13.01,78.06,0,completed,credit_card,0.0
T028499,C02019,P0565,2023-07-05 21:20:45,1,143.41,143.41,0,completed,debit_card,0.0
T100885,C03247,P0371,2023-07-05 21:34:51,1,154.84,154.84,40,refunded,credit_card,0.0
T002498,C08339,P0248,2023-07-05 21:38:52,1,34.52,34.52,0,completed,debit_card,9.49
T048769,C00559,P0499,2023-07-05 21:46:43,1,15.36,15.36,0,completed,apple_pay,8.54
T027787,C09727,P0660,2023-07-05 22:04:08,1,117.86,117.86,0,cancelled,debit_card,0.0
T056919,C08557,P0632,2023-07-05 22:19:50,1,69.38,69.38,0,cancelled,apple_pay,0.0
T031730,C09606,P0748,2023-07-05 22:31:18,1,27.8,27.8,0,completed,apple_pay,4.9
T042621,C00962,P0414,2023-07-05 22:37:03,1,6.55,6.55,30,refunded,credit_card,5.1
T110032,C05310,P0560,2023-07-05 22:40:39,3,47.0,141.01,15,cancelled,apple_pay,0.0
T031869,C06143,P0321,2023-07-05 22:41:47,1,19.76,19.76,50,completed,apple_pay,4.06
T058710,C05038,P0044,2023-07-05 22:42:48,2,24.5,49.01,20,completed,debit_card,8.95
T037734,C02450,P0029,2023-07-05 23:15:31,1,116.15,116.15,40,completed,google_pay,0.0
T102662,C04646,P0673,2023-07-05 23:28:00,3,50.28,150.85,10,cancelled,credit_card,0.0
T075656,C07559,P0289,2023-07-05 23:29:01,1,55.16,55.16,0,completed,google_pay,0.0
T007948,C02917,P0096,2023-07-05 23:34:29,3,21.52,64.56,0,cancelled,google_pay,0.0
T057814,C03148,P0785,2023-07-05 23:37:47,1,43.44,43.44,0,completed,credit_card,9.77
T055891,C00853,P0670,2023-07-05 23:42:39,4,3.21,12.85,30,pending,credit_card,6.28
T001161,C08401,P0709,2023-07-05 23:49:56,2,79.89,159.78,0,pending,debit_card,0.0
T060652,C03103,P0338,2023-07-05 23:51:39,1,8.66,8.66,0,pending,debit_card,6.01
T063758,C05803,P0278,2023-07-05 23:57:02,1,76.87,76.87,0,completed,credit_card,0.0
T009430,C07367,P0071,2023-07-06 00:05:07,1,17.05,17.05,30,completed,google_pay,4.0
T094999,C00001,P0622,2023-07-06 00:16:38,1,76.44,76.44,0,pending,debit_card,0.0
T014812,C03891,P0153,2023-07-06 00:18:40,1,13.73,13.73,0,cancelled,paypal,9.41
T081799,C03748,P0632,2023-07-06 00:25:18,1,69.38,69.38,0,cancelled,paypal,0.0
T046765,C04896,P0691,2023-07-06 00:26:01,1,23.3,23.3,0,completed,bank_transfer,8.51
T088508,C06825,P0852,2023-07-06 00:31:51,1,29.25,29.25,0,completed,debit_card,7.44
T079636,C01564,P0149,2023-07-06 00:38:13,1,19.85,19.85,30,refunded,google_pay,9.35
T053915,C04111,P0935,2023-07-06 00:48:40,1,14.43,14.43,25,refunded,apple_pay,6.91
T002572,C03408,P0971,2023-07-06 01:11:20,1,258.08,258.08,0,completed,credit_card,0.0
T072876,C03121,P0972,2023-07-06 01:11:56,1,54.58,54.58,0,refunded,credit_card,0.0
T033944,C02597,P0547,2023-07-06 01:26:28,1,60.14,60.14,0,completed,paypal,0.0
T010343,C07222,P0755,2023-07-06 01:42:19,1,37.35,37.35,0,completed,apple_pay,6.28
T007668,C08725,P0674,2023-07-06 01:44:12,1,13.81,13.81,15,completed,google_pay,9.07
T072868,C05405,P0821,2023-07-06 01:51:20,1,12.34,12.34,10,completed,apple_pay,6.4
T032407,C08664,P0214,2023-07-06 01:54:26,1,32.94,32.94,0,pending,credit_card,9.13
T082283,C00545,P0395,2023-07-06 01:58:34,1,93.82,93.82,0,completed,debit_card,0.0
T112662,C09394,P0359,2023-07-06 02:13:44,2,13.52,27.04,0,completed,credit_card,5.83
T044188,C01040,P0457,2023-07-06 02:13:46,1,18.2,18.2,0,completed,debit_card,8.3
T085728,C04335,P0198,2023-07-06 02:17:27,1,7.72,7.72,0,completed,debit_card,4.88
T000735,C00265,P0026,2023-07-06 02:18:56,1,17.85,17.85,25,pending,google_pay,5.2
T089791,C07779,P0317,2023-07-06 02:31:27,1,84.74,84.74,0,completed,credit_card,0.0
T002299,C05128,P0496,2023-07-06 02:35:00,1,8.21,8.21,50,cancelled,debit_card,7.39
T041095,C04674,P0214,2023-07-06 02:57:02,2,32.94,65.88,0,refunded,apple_pay,0.0
T057558,C05291,P0265,2023-07-06 03:05:38,1,43.86,43.86,0,refunded,debit_card,7.43
T076587,C02460,P0733,2023-07-06 03:12:40,2,107.92,215.84,0,completed,debit_card,0.0
T014572,C02643,P0063,2023-07-06 03:16:18,2,22.74,45.48,0,refunded,apple_pay,9.0
T042752,C05926,P0080,2023-07-06 03:18:38,1,198.68,198.68,0,pending,credit_card,0.0
T016295,C00228,P0315,2023-07-06 03:31:10,1,30.61,30.61,0,completed,credit_card,4.89
T093203,C08533,P0821,2023-07-06 03:45:56,1,12.34,12.34,10,completed,credit_card,8.14
T052686,C07988,P0560,2023-07-06 04:11:50,1,47.0,47.0,15,completed,apple_pay,8.17
T119229,C08006,P0008,2023-07-06 04:15:20,1,11.01,11.01,40,completed,debit_card,4.15
T041134,C07786,P0533,2023-07-06 04:21:03,1,52.27,52.27,0,pending,paypal,0.0
T040237,C02526,P0255,2023-07-06 04:46:02,1,24.47,24.47,0,completed,credit_card,8.73
T002595,C07662,P0532,2023-07-06 05:12:15,1,86.36,86.36,0,completed,apple_pay,0.0
T040416,C07688,P0736,2023-07-06 05:12:43,1,19.87,19.87,0,completed,apple_pay,5.32
T018917,C05188,P0590,2023-07-06 05:22:18,1,21.55,21.55,0,completed,credit_card,9.07
T084433,C04874,P0674,2023-07-06 05:24:58,1,13.81,13.81,15,pending,google_pay,7.81
T011476,C07869,P0506,2023-07-06 05:26:06,1,117.38,117.38,50,pending,paypal,0.0
T119683,C09186,P0489,2023-07-06 05:27:03,2,39.88,79.76,0,pending,bank_transfer,0.0
T016802,C07743,P0499,2023-07-06 05:30:51,1,15.36,15.36,0,completed,credit_card,5.97
T051043,C06592,P0923,2023-07-06 05:34:54,1,34.48,34.48,0,completed,paypal,7.55
T068007,C08141,P0306,2023-07-06 05:48:41,1,69.94,69.94,0,completed,paypal,0.0
T001739,C01691,P0298,2023-07-06 05:48:54,1,59.1,59.1,40,completed,debit_card,0.0
T024492,C09040,P0164,2023-07-06 05:52:50,1,25.76,25.76,0,refunded,debit_card,9.14
T090623,C01678,P0913,2023-07-06 05:59:54,1,64.44,64.44,25,completed,apple_pay,0.0
T034024,C04747,P0952,2023-07-06 06:07:00,4,31.89,127.56,0,completed,credit_card,0.0
T081723,C01962,P0665,2023-07-06 06:13:09,1,47.66,47.66,0,completed,google_pay,7.04
T044544,C03912,P0173,2023-07-06 06:19:54,1,10.52,10.52,0,pending,debit_card,9.22
T115184,C08360,P0968,2023-07-06 06:22:48,1,26.8,26.8,30,completed,credit_card,6.65
T002566,C09252,P0728,2023-07-06 06:40:42,1,29.01,29.01,0,pending,debit_card,6.29
T104410,C09685,P0903,2023-07-06 06:50:04,1,12.24,12.24,0,completed,bank_transfer,7.64
T017329,C02690,P0626,2023-07-06 07:00:48,2,133.0,266.0,0,completed,google_pay,0.0
T062611,C05776,P0767,2023-07-06 07:04:19,1,20.74,20.74,0,pending,debit_card,5.26
T011041,C04308,P0183,2023-07-06 07:23:55,1,122.74,122.74,0,completed,credit_card,0.0
T114889,C01120,P0495,2023-07-06 07:26:00,1,38.15,38.15,0,pending,credit_card,4.82
T061405,C03612,P0808,2023-07-06 07:34:19,2,133.37,266.74,0,completed,paypal,0.0
T054511,C05934,P0535,2023-07-06 07:37:06,1,9.81,9.81,30,completed,paypal,6.24
T065433,C02856,P0459,2023-07-06 07:43:40,2,84.88,169.76,5,completed,paypal,0.0
T021218,C05111,P0208,2023-07-06 07:47:32,5,75.93,379.65,0,completed,google_pay,0.0
T116158,C09824,P0047,2023-07-06 07:53:45,1,35.22,35.22,0,completed,google_pay,4.2
T117565,C00225,P0021,2023-07-06 08:09:36,1,40.48,40.48,0,completed,debit_card,5.11
T021550,C05020,P0934,2023-07-06 08:13:15,1,26.16,26.16,0,pending,debit_card,8.57
T119315,C09022,P0858,2023-07-06 08:32:03,1,29.97,29.97,10,pending,credit_card,9.41
T104202,C00785,P0770,2023-07-06 08:34:36,2,4.66,9.33,50,completed,credit_card,5.41
T021626,C00673,P0573,2023-07-06 08:41:32,2,168.25,336.5,0,completed,debit_card,0.0
T084729,C02948,P0721,2023-07-06 08:51:18,2,21.46,42.91,50,cancelled,debit_card,5.92
T025241,C00562,P0812,2023-07-06 08:54:27,1,21.18,21.18,0,refunded,debit_card,4.27
T034225,C06963,P0451,2023-07-06 08:54:31,1,8.38,8.38,0,completed,apple_pay,6.86
T023952,C05747,P0123,2023-07-06 09:34:21,1,58.96,58.96,10,completed,credit_card,0.0
T038644,C05307,P0745,2023-07-06 09:39:30,1,105.02,105.02,0,completed,google_pay,0.0
T118803,C09318,P0611,2023-07-06 09:47:38,1,9.77,9.77,0,completed,paypal,7.81
T000032,C02113,P0083,2023-07-06 09:51:16,1,51.72,51.72,0,completed,bank_transfer,0.0
T022450,C04914,P0858,2023-07-06 09:53:52,1,29.97,29.97,10,completed,apple_pay,6.33
T093988,C07262,P0834,2023-07-06 10:16:11,1,33.69,33.69,0,refunded,apple_pay,6.46
T108762,C06059,P0350,2023-07-06 10:20:20,1,32.57,32.57,0,completed,debit_card,5.03
T063666,C00039,P0308,2023-07-06 11:02:05,1,35.87,35.87,0,completed,credit_card,6.71
T116639,C06373,P0773,2023-07-06 11:03:11,4,68.97,275.88,0,cancelled,credit_card,0.0
T096002,C06768,P0116,2023-07-06 11:06:00,2,84.45,168.9,0,completed,debit_card,0.0
T020090,C02526,P0796,2023-07-06 11:10:10,1,81.28,81.28,0,completed,paypal,0.0
T077704,C05845,P0787,2023-07-06 11:23:21,2,5.87,11.75,15,cancelled,debit_card,8.39
T068801,C05768,P0450,2023-07-06 11:25:11,1,166.55,166.55,0,completed,paypal,0.0
T105118,C04600,P0135,2023-07-06 11:46:05,2,147.99,295.98,20,completed,apple_pay,0.0
T111603,C02289,P0973,2023-07-06 11:46:55,1,75.87,75.87,0,completed,paypal,0.0
T109517,C00553,P0350,2023-07-06 11:57:56,1,32.57,32.57,0,pending,credit_card,9.95
T103744,C01016,P0545,2023-07-06 12:02:27,1,34.81,34.81,20,completed,google_pay,9.1
T095483,C08234,P0913,2023-07-06 12:06:04,1,64.44,64.44,25,refunded,google_pay,0.0
T094508,C04806,P0917,2023-07-06 12:06:47,1,42.0,42.0,5,completed,debit_card,8.73
T002196,C03694,P0997,2023-07-06 12:07:32,1,37.78,37.78,15,completed,bank_transfer,9.98
T013311,C01865,P0576,2023-07-06 12:09:56,1,42.41,42.41,0,completed,credit_card,4.69
T002302,C07936,P0764,2023-07-06 12:40:05,1,12.94,12.94,0,completed,paypal,5.95
T037123,C04559,P0326,2023-07-06 12:42:02,1,81.4,81.4,0,completed,bank_transfer,0.0
T111920,C00502,P0205,2023-07-06 12:48:07,1,17.21,17.21,0,completed,credit_card,8.19
T110871,C07658,P0337,2023-07-06 12:49:09,7,8.7,60.9,0,pending,bank_transfer,0.0
T080761,C01007,P0773,2023-07-06 12:52:59,1,68.97,68.97,0,refunded,apple_pay,0.0
T042111,C05436,P0155,2023-07-06 12:57:53,1,18.09,18.09,0,refunded,paypal,8.37
T057675,C05928,P0935,2023-07-06 12:58:19,2,14.43,28.86,25,completed,credit_card,6.94
T072050,C04186,P0845,2023-07-06 13:01:14,2,39.82,79.64,40,completed,apple_pay,0.0
T071611,C01413,P0473,2023-07-06 13:07:26,1,37.11,37.11,0,completed,credit_card,8.41
T006142,C02474,P0218,2023-07-06 13:09:26,1,87.92,87.92,5,completed,paypal,0.0
T080222,C00072,P0449,2023-07-06 13:17:41,1,90.2,90.2,0,completed,credit_card,0.0
T006722,C07597,P0809,2023-07-06 13:28:52,2,198.87,397.74,0,refunded,debit_card,0.0
T041571,C03347,P0720,2023-07-06 14:00:20,1,20.86,20.86,40,cancelled,paypal,6.11
T042165,C09821,P0689,2023-07-06 14:05:58,1,34.07,34.07,0,cancelled,paypal,8.67
T041530,C04574,P0678,2023-07-06 14:19:42,1,96.75,96.75,0,completed,credit_card,0.0
T084177,C08421,P0803,2023-07-06 14:26:04,1,14.49,14.49,0,completed,google_pay,8.61
T037182,C07721,P0817,2023-07-06 14:38:17,1,36.88,36.88,0,cancelled,paypal,6.81
T066207,C01750,P0295,2023-07-06 14:38:35,1,25.71,25.71,0,completed,credit_card,9.48
T063950,C06583,P0749,2023-07-06 14:49:20,1,17.46,17.46,0,cancelled,paypal,5.35
T113849,C03673,P0428,2023-07-06 15:08:14,2,29.24,58.48,0,completed,google_pay,0.0
T102874,C00502,P0016,2023-07-06 15:11:32,1,37.26,37.26,0,completed,credit_card,8.39
T088377,C04631,P0355,2023-07-06 15:11:59,2,10.33,20.66,0,pending,credit_card,8.15
T072712,C04106,P0294,2023-07-06 15:12:12,3,29.24,87.72,0,completed,credit_card,0.0
T064449,C09818,P0781,2023-07-06 15:21:53,1,40.1,40.1,25,completed,paypal,5.21
T108571,C01172,P0459,2023-07-06 15:35:22,1,84.88,84.88,5,completed,bank_transfer,0.0
T034355,C00431,P0177,2023-07-06 15:47:12,1,56.21,56.21,10,completed,credit_card,0.0
T067256,C06475,P0863,2023-07-06 16:05:55,7,11.4,79.8,40,cancelled,paypal,0.0
T061302,C08194,P0353,2023-07-06 16:07:16,1,24.38,24.38,0,completed,debit_card,6.32
T036628,C08617,P0496,2023-07-06 16:09:50,2,8.21,16.42,50,completed,bank_transfer,8.14
T049566,C01229,P0423,2023-07-06 16:14:22,1,14.93,14.93,0,cancelled,debit_card,4.77
T063080,C08630,P0206,2023-07-06 16:50:17,1,61.45,61.45,0,pending,debit_card,0.0
T028859,C04432,P0635,2023-07-06 16:56:54,1,38.48,38.48,0,completed,credit_card,9.25
T110444,C06689,P0953,2023-07-06 17:09:09,1,46.82,46.82,15,refunded,credit_card,5.57
T053211,C08525,P0738,2023-07-06 17:09:35,1,7.99,7.99,15,pending,credit_card,4.0
T054750,C06997,P0189,2023-07-06 17:31:35,3,16.26,48.79,10,pending,paypal,9.32
T066821,C00681,P0654,2023-07-06 17:48:49,2,24.07,48.14,0,completed,google_pay,7.97
T088979,C06592,P0118,2023-07-06 17:56:40,1,13.86,13.86,0,cancelled,google_pay,8.22
T056623,C05650,P0502,2023-07-06 18:05:44,2,70.02,140.04,0,completed,apple_pay,0.0
T103190,C01304,P0345,2023-07-06 18:18:00,2,10.87,21.74,0,cancelled,debit_card,5.12
T017687,C03832,P0404,2023-07-06 19:19:50,1,45.79,45.79,0,completed,paypal,6.13
T020400,C06098,P0320,2023-07-06 19:20:04,1,12.89,12.89,10,completed,apple_pay,4.74
T111693,C02398,P0134,2023-07-06 19:23:58,1,19.02,19.02,20,completed,credit_card,4.83
T114462,C07100,P0129,2023-07-06 19:25:33,1,153.69,153.69,0,completed,credit_card,0.0
T031418,C09961,P0942,2023-07-06 19:26:09,1,55.09,55.09,0,completed,debit_card,0.0
T098753,C00800,P0686,2023-07-06 19:34:23,1,19.5,19.5,0,completed,apple_pay,5.87
T075013,C00344,P0485,2023-07-06 19:56:14,1,237.57,237.57,0,cancelled,debit_card,0.0
T048829,C03002,P0700,2023-07-06 19:57:23,1,56.02,56.02,0,completed,credit_card,0.0
T113252,C07826,P0297,2023-07-06 19:59:39,1,68.92,68.92,0,cancelled,credit_card,0.0
T030526,C01992,P0321,2023-07-06 20:00:02,1,19.76,19.76,50,refunded,bank_transfer,7.52
T102274,C03700,P0888,2023-07-06 20:14:25,1,73.3,73.3,0,completed,apple_pay,0.0
T055488,C06690,P0279,2023-07-06 20:15:07,1,60.77,60.77,5,completed,credit_card,0.0
T023095,C08533,P0476,2023-07-06 20:27:04,1,22.22,22.22,0,completed,debit_card,8.97
T106479,C01559,P0362,2023-07-06 20:27:11,1,34.1,34.1,40,completed,apple_pay,5.1
T082696,C04248,P0430,2023-07-06 20:34:25,2,62.73,125.46,0,completed,debit_card,0.0
T002143,C00074,P0327,2023-07-06 20:40:37,4,90.34,361.36,0,completed,apple_pay,0.0
T022385,C00501,P0671,2023-07-06 20:50:06,2,25.15,50.3,0,completed,bank_transfer,0.0
T014373,C00047,P0898,2023-07-06 20:51:00,1,48.01,48.01,0,pending,apple_pay,5.04
T037646,C02164,P0585,2023-07-06 21:00:45,1,275.42,275.42,0,pending,debit_card,0.0
T075596,C01405,P0462,2023-07-06 21:03:21,1,6.31,6.31,0,completed,credit_card,9.61
T027033,C04277,P0555,2023-07-06 21:21:01,1,40.18,40.18,5,cancelled,paypal,9.77
T054444,C00584,P0516,2023-07-06 21:32:01,1,8.57,8.57,50,completed,credit_card,6.45
T089958,C00222,P0998,2023-07-06 21:36:45,1,31.61,31.61,0,completed,credit_card,5.99
T039509,C01095,P0106,2023-07-06 21:45:05,1,31.96,31.96,20,refunded,debit_card,5.56
T031537,C07561,P0137,2023-07-06 22:21:43,1,22.39,22.39,0,completed,credit_card,8.85
T035775,C00058,P0836,2023-07-06 22:32:35,6,18.58,111.48,0,completed,credit_card,0.0
T038547,C07114,P0747,2023-07-06 22:53:35,1,10.47,10.47,0,completed,bank_transfer,9.94
T096886,C01063,P0649,2023-07-06 22:56:07,2,22.78,45.56,0,completed,google_pay,9.77
T103413,C08929,P0469,2023-07-06 22:59:34,1,43.66,43.66,0,completed,google_pay,6.24
T069003,C07249,P0917,2023-07-06 23:00:32,1,42.0,42.0,5,refunded,apple_pay,6.78
T089135,C09833,P0641,2023-07-06 23:01:40,1,18.57,18.57,0,completed,credit_card,6.61
T062883,C09686,P0647,2023-07-06 23:04:44,5,29.88,149.4,0,pending,credit_card,0.0
T025723,C01306,P0168,2023-07-06 23:16:13,1,206.95,206.95,0,pending,google_pay,0.0
T110043,C07625,P0005,2023-07-06 23:39:03,1,26.06,26.06,0,refunded,credit_card,9.13
T062296,C02811,P0768,2023-07-06 23:46:53,1,29.17,29.17,50,completed,credit_card,5.29
T105181,C05474,P0312,2023-07-06 23:51:19,1,30.0,30.0,0,refunded,debit_card,4.48
T093263,C03225,P0666,2023-07-06 23:53:30,1,28.24,28.24,0,completed,apple_pay,6.23
T003405,C01496,P0357,2023-07-07 00:02:24,2,2.68,5.35,40,completed,debit_card,8.7
T091935,C02887,P0631,2023-07-07 00:20:44,1,53.18,53.18,0,pending,debit_card,0.0
T093499,C09184,P0728,2023-07-07 00:21:53,1,29.01,29.01,0,completed,credit_card,9.37
T082698,C01424,P0948,2023-07-07 00:23:01,1,31.44,31.44,0,completed,debit_card,8.58
T035670,C07417,P0870,2023-07-07 00:41:29,1,15.38,15.38,0,completed,credit_card,5.27
T092629,C05753,P0545,2023-07-07 00:45:37,1,34.81,34.81,20,completed,apple_pay,7.8
T088846,C00638,P0138,2023-07-07 01:19:04,1,12.58,12.58,0,completed,paypal,4.56
T052638,C00673,P0249,2023-07-07 01:20:33,4,119.98,479.92,10,completed,debit_card,0.0
T022153,C04558,P0648,2023-07-07 01:30:22,2,41.16,82.32,0,cancelled,google_pay,0.0
T090186,C04904,P0935,2023-07-07 01:37:20,1,14.43,14.43,25,pending,bank_transfer,7.08
T055357,C05647,P0254,2023-07-07 01:51:36,1,55.16,55.16,0,refunded,debit_card,0.0
T090396,C04459,P0406,2023-07-07 02:33:30,4,14.32,57.28,0,refunded,google_pay,0.0
T011342,C03388,P0339,2023-07-07 02:34:26,1,17.78,17.78,0,completed,paypal,9.88
T068965,C09073,P0816,2023-07-07 02:50:45,1,24.78,24.78,0,completed,credit_card,8.46
T103405,C02221,P0493,2023-07-07 02:51:37,1,60.63,60.63,0,cancelled,credit_card,0.0
T061171,C01099,P0034,2023-07-07 02:57:54,1,11.66,11.66,40,completed,debit_card,9.1
T115709,C09307,P0848,2023-07-07 03:02:47,1,8.96,8.96,50,completed,google_pay,9.93
T085370,C07424,P0503,2023-07-07 03:16:17,2,96.01,192.02,40,completed,debit_card,0.0
T016690,C01323,P0488,2023-07-07 03:17:53,3,29.98,89.95,20,completed,debit_card,0.0
T003599,C02409,P0154,2023-07-07 03:38:11,1,76.48,76.48,0,completed,debit_card,0.0
T099554,C01676,P0456,2023-07-07 03:42:03,2,25.57,51.14,0,completed,paypal,0.0
T022007,C03681,P0035,2023-07-07 03:53:01,1,45.2,45.2,25,completed,credit_card,7.73
T064445,C03158,P0021,2023-07-07 04:13:08,1,40.48,40.48,0,completed,paypal,7.89
T068535,C08095,P0310,2023-07-07 04:29:24,2,16.89,33.78,5,completed,credit_card,7.11
T007820,C06306,P0932,2023-07-07 04:36:23,1,23.87,23.87,0,cancelled,credit_card,7.93
T054848,C01664,P0653,2023-07-07 04:42:16,1,43.12,43.12,0,pending,paypal,9.71
T073702,C06998,P0580,2023-07-07 04:56:46,1,6.84,6.84,20,completed,apple_pay,5.66
T071411,C02561,P0542,2023-07-07 04:58:32,1,16.89,16.89,0,completed,google_pay,9.54
T080027,C07631,P0577,2023-07-07 05:08:46,1,102.61,102.61,0,completed,paypal,0.0
T080891,C04621,P0385,2023-07-07 05:12:08,1,24.62,24.62,50,cancelled,credit_card,4.84
T000031,C00630,P0703,2023-07-07 05:13:12,1,6.15,6.15,0,refunded,bank_transfer,7.12
T052418,C08086,P0644,2023-07-07 05:14:57,1,58.36,58.36,0,completed,credit_card,0.0
T050005,C05609,P0390,2023-07-07 05:17:45,1,9.37,9.37,0,pending,google_pay,4.31
T033093,C07975,P0056,2023-07-07 05:42:56,1,235.15,235.15,0,completed,credit_card,0.0
T001579,C01998,P0787,2023-07-07 05:57:10,1,5.87,5.87,15,refunded,paypal,4.12
T006482,C01377,P0688,2023-07-07 06:11:37,1,9.67,9.67,0,cancelled,google_pay,9.27
T034349,C02886,P0386,2023-07-07 06:31:48,5,75.01,375.05,0,completed,credit_card,0.0
T074920,C03196,P0712,2023-07-07 07:21:35,1,8.74,8.74,0,completed,bank_transfer,5.98
T116660,C00857,P0618,2023-07-07 07:23:31,1,81.51,81.51,0,completed,credit_card,0.0
T097917,C03585,P0837,2023-07-07 07:28:25,5,7.34,36.7,0,pending,paypal,8.1
T046138,C08665,P0364,2023-07-07 07:31:32,1,4.78,4.78,40,pending,debit_card,7.99
T104432,C06714,P0414,2023-07-07 07:33:16,1,6.55,6.55,30,refunded,credit_card,6.82
T037483,C06906,P0208,2023-07-07 07:37:48,3,75.93,227.79,0,cancelled,google_pay,0.0
T012968,C08995,P0757,2023-07-07 07:44:35,1,22.45,22.45,0,completed,debit_card,6.59
T016080,C09543,P0526,2023-07-07 07:57:17,1,7.89,7.89,0,cancelled,apple_pay,8.74
T096853,C07111,P0673,2023-07-07 08:10:59,1,50.28,50.28,10,refunded,paypal,0.0
T072417,C00262,P0470,2023-07-07 08:25:37,4,133.8,535.2,0,completed,paypal,0.0
T113328,C03372,P0693,2023-07-07 08:26:57,3,12.98,38.93,5,completed,bank_transfer,7.1
T015800,C01786,P0446,2023-07-07 08:32:48,1,125.82,125.82,0,completed,debit_card,0.0
T030628,C08106,P0283,2023-07-07 08:36:44,1,31.72,31.72,10,refunded,credit_card,8.21
T052212,C08406,P0712,2023-07-07 08:39:21,6,8.74,52.44,0,cancelled,apple_pay,0.0
T031038,C07022,P0962,2023-07-07 08:44:23,4,27.74,110.96,0,completed,debit_card,0.0
T114078,C03224,P0852,2023-07-07 08:56:03,1,29.25,29.25,0,completed,debit_card,5.41
T066987,C05486,P0068,2023-07-07 09:02:40,1,21.47,21.47,0,completed,paypal,9.35
T045889,C03542,P0049,2023-07-07 09:04:16,1,22.15,22.15,40,refunded,paypal,8.4
T021501,C08850,P0495,2023-07-07 09:07:22,1,38.15,38.15,0,completed,debit_card,9.77
T087746,C03474,P0308,2023-07-07 09:09:45,3,35.87,107.61,0,completed,credit_card,0.0
T020798,C02301,P0863,2023-07-07 09:16:17,1,11.4,11.4,40,completed,credit_card,8.36
T025794,C07431,P0757,2023-07-07 09:19:34,1,22.45,22.45,0,refunded,paypal,7.93
T099367,C04276,P0200,2023-07-07 09:25:36,1,151.06,151.06,5,cancelled,paypal,0.0
T022156,C06221,P0923,2023-07-07 09:28:16,2,34.48,68.96,0,refunded,credit_card,0.0
T024684,C06085,P0658,2023-07-07 09:31:14,1,85.97,85.97,0,pending,credit_card,0.0
T025071,C00220,P0302,2023-07-07 09:33:40,1,34.82,34.82,0,cancelled,debit_card,6.92
T095666,C06565,P0494,2023-07-07 09:44:32,1,44.94,44.94,0,cancelled,apple_pay,4.95
T034565,C08323,P0755,2023-07-07 09:46:52,2,37.35,74.7,0,completed,credit_card,0.0
T038684,C01825,P0771,2023-07-07 10:01:06,2,26.47,52.94,0,completed,credit_card,0.0
T012897,C04472,P0195,2023-07-07 10:08:23,1,32.87,32.87,0,completed,credit_card,6.79
T114811,C02345,P0596,2023-07-07 10:11:52,1,19.12,19.12,30,completed,debit_card,8.99
T084739,C07240,P0897,2023-07-07 10:12:06,1,9.77,9.77,0,completed,credit_card,6.26
T064773,C05951,P0140,2023-07-07 10:17:40,2,15.96,31.92,0,completed,credit_card,6.59
T067733,C04621,P0028,2023-07-07 10:21:46,1,12.38,12.38,0,completed,google_pay,6.13
