session_id,customer_id,session_date,device,channel,duration_seconds,pages_viewed,converted,bounced,cart_additions
S012159,C05737,2023-04-03 07:39:15,mobile,paid_search,98,2,0,0,0
S067887,C05813,2023-04-03 07:47:10,desktop,organic,1568,23,0,0,0
S051604,C03477,2023-04-03 07:50:31,desktop,direct,588,10,0,0,0
S029606,C01784,2023-04-03 07:54:01,mobile,paid_search,77,1,0,0,2
S010613,C00764,2023-04-03 07:58:43,mobile,organic,1017,28,1,0,4
S066122,C07849,2023-04-03 08:18:17,mobile,referral,514,6,0,0,0
S048369,C08380,2023-04-03 08:23:11,tablet,referral,55,1,0,0,2
S048602,C04535,2023-04-03 08:48:36,desktop,paid_search,89,1,0,0,0
S037477,C07121,2023-04-03 08:57:08,desktop,paid_search,61,1,0,0,0
S061427,C04432,2023-04-03 09:01:06,mobile,email,105,1,0,0,1
S019677,C08300,2023-04-03 09:08:19,tablet,referral,10,1,0,1,2
S018755,C01892,2023-04-03 09:10:42,desktop,referral,11,1,0,1,0
S022765,C04739,2023-04-03 09:18:27,desktop,referral,131,1,1,0,4
S021921,C09595,2023-04-03 09:23:28,mobile,paid_search,357,6,1,0,5
S012877,C02416,2023-04-03 09:23:50,desktop,paid_search,346,8,0,0,0
S008406,C07029,2023-04-03 09:23:54,tablet,email,320,8,1,0,1
S042135,C02070,2023-04-03 09:29:15,desktop,organic,2055,34,0,0,0
S069638,C07751,2023-04-03 10:02:19,mobile,organic,171,3,0,0,0
S042594,C07788,2023-04-03 10:04:24,mobile,email,246,4,0,0,0
S067020,C05623,2023-04-03 10:33:29,tablet,social,45,1,0,0,0
S066811,C06125,2023-04-03 10:42:00,desktop,paid_search,56,1,0,0,0
S038538,C06681,2023-04-03 11:03:56,tablet,email,51,1,0,0,0
S034730,C06255,2023-04-03 11:12:43,mobile,organic,1105,35,1,0,4
S068327,C04205,2023-04-03 11:40:50,tablet,paid_search,661,10,0,0,0
S003329,C00836,2023-04-03 11:55:16,desktop,referral,813,11,0,0,2
S009455,C06898,2023-04-03 12:14:55,mobile,paid_search,13,1,0,1,2
S020685,C01333,2023-04-03 12:18:48,mobile,paid_search,39,1,0,0,1
S057667,C01730,2023-04-03 12:47:33,desktop,paid_search,567,7,0,0,0
S026870,C00859,2023-04-03 13:07:03,mobile,referral,59,1,0,0,2
S039236,C00417,2023-04-03 13:08:19,mobile,referral,785,17,0,0,0
S047345,C00056,2023-04-03 13:16:56,mobile,referral,361,7,0,0,0
S018478,C05748,2023-04-03 13:20:38,desktop,organic,430,10,0,0,1
S015568,C04707,2023-04-03 13:46:49,mobile,organic,37,1,0,0,0
S032879,C04318,2023-04-03 14:02:30,mobile,organic,585,8,1,0,2
S061812,C04767,2023-04-03 14:33:17,desktop,organic,322,3,0,0,0
S065884,C05596,2023-04-03 14:49:28,mobile,paid_search,598,7,0,0,2
S011830,C01819,2023-04-03 14:57:38,mobile,direct,500,14,0,0,0
S077714,C05279,2023-04-03 15:16:49,mobile,email,73,1,0,0,0
S058922,C09607,2023-04-03 15:43:36,mobile,paid_search,263,3,0,0,0
S041098,C03129,2023-04-03 16:05:05,desktop,email,235,3,0,0,1
S000326,C08189,2023-04-03 16:47:36,desktop,referral,194,2,1,0,4
S045851,C04672,2023-04-03 17:05:05,tablet,direct,160,3,0,0,0
S060671,C06485,2023-04-03 17:08:30,desktop,organic,196,3,0,0,0
S037826,C00250,2023-04-03 17:26:41,mobile,social,18,1,0,1,0
S009152,C04537,2023-04-03 17:34:40,desktop,organic,699,21,0,0,0
S009627,C05513,2023-04-03 17:50:04,desktop,paid_search,139,3,0,0,0
S070988,C05421,2023-04-03 18:08:18,mobile,social,142,1,0,0,2
S037313,C04184,2023-04-03 18:25:36,mobile,organic,332,4,0,0,0
S007120,C06295,2023-04-03 18:28:00,mobile,organic,844,18,0,0,1
S038927,C05976,2023-04-03 18:35:31,mobile,social,475,9,0,0,0
S004842,C07775,2023-04-03 18:40:33,mobile,paid_search,156,1,1,0,1
S057389,C03415,2023-04-03 18:51:14,mobile,paid_search,607,7,0,0,2
S039475,C00411,2023-04-03 18:52:51,mobile,paid_search,21,1,0,1,0
S012356,C02137,2023-04-03 19:10:54,mobile,social,662,11,0,0,0
S000545,C09090,2023-04-03 19:13:41,desktop,email,971,12,0,0,0
S027689,C05486,2023-04-03 20:22:37,mobile,paid_search,12,1,1,1,3
S049579,C05955,2023-04-03 20:45:17,desktop,social,182,3,0,0,2
S005772,C09304,2023-04-03 21:02:09,desktop,social,319,9,0,0,0
S019209,C08062,2023-04-03 21:25:35,desktop,organic,325,5,0,0,0
S041933,C02518,2023-04-03 21:50:00,mobile,direct,10,1,0,1,1
S021369,C00708,2023-04-03 21:56:56,mobile,direct,577,6,0,0,0
S066660,C03781,2023-04-03 21:59:51,desktop,social,1228,24,0,0,0
S061054,C08457,2023-04-03 22:28:07,mobile,paid_search,379,4,0,0,0
S053450,C09919,2023-04-03 22:36:10,desktop,organic,22,1,0,1,2
S057662,C04978,2023-04-03 22:56:11,desktop,social,290,3,0,0,0
S063349,C03643,2023-04-03 23:00:01,desktop,organic,10,1,0,1,1
S006219,C03495,2023-04-03 23:13:06,desktop,referral,459,12,0,0,1
S049105,C03477,2023-04-03 23:13:32,mobile,organic,117,1,0,0,2
S079150,C07373,2023-04-03 23:45:05,mobile,organic,313,7,0,0,0
S044865,C04702,2023-04-03 23:54:05,tablet,referral,320,6,0,0,1
S027067,C08018,2023-04-04 00:21:07,mobile,direct,86,1,0,0,0
S026985,C05052,2023-04-04 00:31:43,mobile,direct,508,6,0,0,1
S041003,C03090,2023-04-04 02:13:05,desktop,social,367,9,0,0,0
S045850,C06628,2023-04-04 02:28:19,tablet,direct,10,1,0,1,2
S003888,C05269,2023-04-04 02:29:30,desktop,referral,399,4,0,0,0
S075588,C07780,2023-04-04 02:36:23,desktop,direct,836,10,0,0,0
S062164,C08433,2023-04-04 02:37:51,desktop,social,170,4,0,0,0
S003923,C03517,2023-04-04 02:45:48,mobile,organic,227,2,0,0,2
S044121,C02515,2023-04-04 02:52:58,desktop,paid_search,646,8,1,0,2
S032903,C05923,2023-04-04 02:56:46,mobile,referral,31,1,0,0,0
S017443,C09297,2023-04-04 02:58:44,mobile,organic,10,1,0,1,0
S010165,C07715,2023-04-04 03:01:07,mobile,organic,67,1,0,0,0
S037708,C07833,2023-04-04 03:04:47,desktop,organic,650,9,1,0,3
S068722,C02031,2023-04-04 03:12:35,desktop,referral,1037,21,0,0,0
S070717,C09045,2023-04-04 03:13:54,mobile,paid_search,19,1,0,1,1
S027854,C08600,2023-04-04 03:36:34,mobile,email,326,8,0,0,0
S021129,C03566,2023-04-04 03:42:13,mobile,referral,337,5,0,0,0
S024793,C05213,2023-04-04 03:56:19,desktop,social,1052,24,0,0,0
S010890,C08748,2023-04-04 03:57:07,mobile,direct,209,5,0,0,0
S010772,C04851,2023-04-04 04:02:52,desktop,email,32,1,0,0,0
S012811,C07848,2023-04-04 04:02:55,desktop,paid_search,610,8,0,0,0
S025931,C02251,2023-04-04 04:03:22,tablet,referral,189,2,0,0,0
S014088,C06296,2023-04-04 04:07:07,tablet,organic,733,13,0,0,2
S031441,C01300,2023-04-04 04:24:24,desktop,organic,126,2,0,0,1
S062340,C05414,2023-04-04 04:38:49,mobile,paid_search,34,1,0,0,0
S071584,C07775,2023-04-04 04:41:44,desktop,organic,10,1,0,1,2
S016770,C03748,2023-04-04 05:02:45,desktop,paid_search,142,4,1,0,2
S072173,C08904,2023-04-04 05:02:50,mobile,organic,558,12,0,0,2
S010405,C09826,2023-04-04 05:08:20,desktop,social,505,16,0,0,2
S035693,C08039,2023-04-04 05:34:19,tablet,organic,189,2,0,0,2
S050900,C06652,2023-04-04 05:37:26,mobile,paid_search,1807,25,0,0,0
S077238,C09476,2023-04-04 06:01:58,desktop,email,535,9,0,0,0
S046068,C04814,2023-04-04 06:14:51,desktop,paid_search,90,1,0,0,0
S006450,C03247,2023-04-04 07:13:31,desktop,organic,371,7,0,0,2
S049677,C08104,2023-04-04 07:14:34,mobile,paid_search,12,1,0,1,1
S078091,C09715,2023-04-04 07:17:02,desktop,paid_search,509,13,0,0,2
S030756,C00831,2023-04-04 07:37:29,tablet,organic,263,3,0,0,2
S044229,C07749,2023-04-04 07:49:28,mobile,social,989,17,1,0,1
S064678,C06658,2023-04-04 08:29:06,desktop,paid_search,285,5,0,0,0
S030911,C01827,2023-04-04 08:31:44,tablet,organic,749,10,0,0,1
S049255,C04887,2023-04-04 08:36:09,tablet,paid_search,510,6,1,0,1
S044140,C07503,2023-04-04 08:44:58,desktop,referral,337,6,0,0,0
S019143,C03617,2023-04-04 08:47:53,mobile,social,142,3,0,0,0
S044108,C00512,2023-04-04 08:50:31,mobile,direct,46,1,0,0,1
S051671,C09673,2023-04-04 08:53:57,desktop,organic,55,1,0,0,1
S062730,C04841,2023-04-04 08:55:28,desktop,organic,15,1,0,1,0
S053628,C02233,2023-04-04 09:02:27,tablet,email,590,7,0,0,0
S045085,C06005,2023-04-04 09:03:38,mobile,organic,230,4,0,0,1
S006810,C06114,2023-04-04 09:05:23,mobile,social,130,2,0,0,0
S068601,C00644,2023-04-04 09:19:33,mobile,organic,492,8,0,0,1
S024065,C00131,2023-04-04 09:48:15,mobile,referral,656,9,0,0,1
S074111,C06172,2023-04-04 10:19:21,tablet,email,370,5,0,0,0
S075766,C07056,2023-04-04 10:30:42,desktop,social,2223,62,1,0,4
S067825,C06997,2023-04-04 10:34:12,desktop,paid_search,646,8,0,0,0
S079562,C05427,2023-04-04 10:38:50,desktop,email,58,1,0,0,0
S041846,C01746,2023-04-04 10:39:35,desktop,organic,70,1,0,0,0
S056764,C04043,2023-04-04 10:46:50,desktop,social,499,6,0,0,2
S068735,C00666,2023-04-04 11:18:45,tablet,organic,100,3,0,0,0
S076299,C04255,2023-04-04 11:24:04,mobile,organic,184,2,0,0,0
S056814,C04180,2023-04-04 11:42:48,tablet,direct,25,1,0,1,0
S045248,C00590,2023-04-04 11:47:15,mobile,organic,43,1,1,0,3
S013848,C01453,2023-04-04 12:20:43,desktop,direct,307,3,0,0,1
S011622,C01588,2023-04-04 12:27:47,desktop,organic,84,1,0,0,0
S007703,C08175,2023-04-04 12:43:25,desktop,social,749,11,1,0,1
S074825,C01678,2023-04-04 13:23:47,mobile,organic,272,8,0,0,0
S030821,C02129,2023-04-04 13:28:44,mobile,paid_search,335,9,0,0,0
S032501,C05363,2023-04-04 13:39:58,tablet,email,140,2,0,0,0
S010063,C02572,2023-04-04 13:40:37,mobile,email,819,12,0,0,2
S044767,C08291,2023-04-04 13:41:26,desktop,organic,276,5,0,0,0
S063443,C09359,2023-04-04 13:44:23,mobile,organic,287,4,0,0,2
S007574,C08985,2023-04-04 13:47:58,mobile,direct,509,10,0,0,2
S017835,C00816,2023-04-04 13:48:42,tablet,email,902,27,0,0,0
S046234,C07944,2023-04-04 13:54:26,desktop,paid_search,567,6,0,0,2
S045510,C06755,2023-04-04 14:14:53,tablet,referral,51,1,0,0,0
S002655,C00292,2023-04-04 14:30:47,desktop,referral,289,3,0,0,1
S012051,C09833,2023-04-04 14:39:42,mobile,organic,404,9,0,0,2
S068146,C02018,2023-04-04 14:41:13,mobile,social,308,5,0,0,0
S016287,C06195,2023-04-04 14:50:49,desktop,organic,979,17,0,0,0
S023062,C09245,2023-04-04 15:01:48,desktop,social,99,1,0,0,1
S073481,C04713,2023-04-04 15:12:22,mobile,email,230,4,0,0,1
S032243,C05147,2023-04-04 15:13:13,mobile,organic,210,4,0,0,0
S064372,C01445,2023-04-04 15:13:25,mobile,social,255,5,0,0,0
S018277,C01938,2023-04-04 15:15:27,mobile,paid_search,644,13,0,0,0
S005785,C03437,2023-04-04 15:23:18,mobile,organic,409,6,0,0,2
S019805,C03858,2023-04-04 15:38:11,desktop,social,70,1,0,0,0
S021660,C06753,2023-04-04 15:49:25,mobile,direct,799,9,0,0,0
S078415,C09291,2023-04-04 15:51:22,desktop,organic,86,1,0,0,0
S079460,C04755,2023-04-04 16:20:42,desktop,referral,73,1,0,0,0
S036643,C04829,2023-04-04 16:54:24,tablet,social,1047,34,0,0,2
S074204,C08166,2023-04-04 17:07:55,mobile,social,24,1,0,1,0
S057844,C05859,2023-04-04 17:10:36,mobile,direct,50,1,0,0,0
S076990,C04261,2023-04-04 17:44:33,mobile,paid_search,69,2,0,0,2
S048100,C08107,2023-04-04 17:54:11,desktop,social,593,11,0,0,0
S040056,C08597,2023-04-04 17:56:06,tablet,paid_search,283,3,0,0,0
S074705,C01736,2023-04-04 18:12:39,mobile,direct,396,11,0,0,2
S073158,C08321,2023-04-04 18:16:51,mobile,direct,482,8,0,0,0
S026125,C03511,2023-04-04 18:20:31,mobile,social,45,1,0,0,0
S045977,C02524,2023-04-04 18:29:29,mobile,organic,130,1,0,0,1
S018275,C05135,2023-04-04 18:32:16,mobile,direct,228,4,0,0,0
S059456,C05009,2023-04-04 19:05:23,mobile,social,673,16,0,0,0
S023365,C08491,2023-04-04 19:57:12,desktop,email,249,4,0,0,0
S001796,C02878,2023-04-04 20:02:46,mobile,organic,365,4,0,0,0
S058297,C09798,2023-04-04 20:18:08,mobile,paid_search,207,4,0,0,0
S069883,C04503,2023-04-04 20:45:58,desktop,organic,762,16,0,0,0
S058600,C09942,2023-04-04 20:53:37,mobile,organic,1013,16,1,0,5
S059706,C07667,2023-04-04 21:00:05,mobile,referral,265,4,0,0,1
S030185,C03522,2023-04-04 21:23:07,mobile,social,10,1,0,1,0
S023291,C05879,2023-04-04 22:12:36,mobile,paid_search,188,2,0,0,1
S029882,C07481,2023-04-04 22:47:43,desktop,social,929,12,1,0,5
S052476,C02082,2023-04-04 23:16:22,mobile,direct,304,3,1,0,5
S039804,C03661,2023-04-04 23:17:08,desktop,referral,339,4,0,0,2
S022063,C04326,2023-04-04 23:34:05,mobile,organic,100,2,0,0,1
S078264,C03013,2023-04-05 00:11:29,tablet,organic,153,2,0,0,0
S021917,C06513,2023-04-05 01:21:48,desktop,organic,490,11,0,0,0
S009276,C02202,2023-04-05 01:23:36,desktop,paid_search,678,14,0,0,0
S034026,C08437,2023-04-05 01:24:42,mobile,paid_search,91,2,0,0,0
S068332,C02091,2023-04-05 01:35:09,desktop,email,2816,63,0,0,2
S002715,C09431,2023-04-05 01:50:07,mobile,email,40,1,0,0,0
S035664,C04252,2023-04-05 01:53:47,mobile,referral,332,6,0,0,0
S050656,C05425,2023-04-05 01:58:26,mobile,organic,944,20,0,0,1
S039991,C07216,2023-04-05 02:14:22,mobile,paid_search,79,1,0,0,0
S004939,C07396,2023-04-05 02:34:37,desktop,referral,33,1,0,0,0
S076526,C06315,2023-04-05 03:04:25,desktop,organic,2068,23,0,0,2
S054266,C06340,2023-04-05 03:29:13,mobile,organic,1035,17,1,0,5
S033112,C02098,2023-04-05 03:50:49,mobile,social,196,4,0,0,0
S050298,C07743,2023-04-05 04:10:30,tablet,paid_search,332,6,0,0,0
S005106,C03450,2023-04-05 04:25:23,mobile,paid_search,202,3,1,0,3
S001104,C01773,2023-04-05 04:34:36,mobile,referral,555,9,0,0,1
S021101,C05064,2023-04-05 04:52:46,tablet,referral,108,1,0,0,0
S071649,C08525,2023-04-05 04:56:50,desktop,organic,162,1,1,0,2
S059660,C04884,2023-04-05 05:29:44,desktop,referral,623,14,1,0,1
S023597,C04923,2023-04-05 05:52:02,mobile,paid_search,87,1,0,0,0
S022918,C03111,2023-04-05 05:55:54,mobile,direct,149,2,1,0,5
S053912,C09976,2023-04-05 06:19:44,mobile,direct,370,5,0,0,0
S007092,C08791,2023-04-05 07:15:12,desktop,paid_search,725,11,1,0,1
S066454,C02883,2023-04-05 07:39:29,desktop,social,674,10,0,0,0
S052599,C05699,2023-04-05 07:45:13,desktop,organic,376,6,0,0,2
S014098,C00328,2023-04-05 08:02:08,mobile,email,62,1,0,0,0
S003838,C08035,2023-04-05 08:19:20,desktop,social,103,1,0,0,1
S021399,C00775,2023-04-05 08:43:39,mobile,organic,56,1,1,0,1
S000509,C04551,2023-04-05 08:52:17,tablet,direct,454,8,0,0,0
S060758,C09546,2023-04-05 08:52:47,mobile,paid_search,134,1,0,0,0
S025053,C05886,2023-04-05 09:10:44,mobile,organic,199,2,0,0,0
S067972,C07454,2023-04-05 09:39:32,tablet,social,80,1,0,0,2
S021460,C08400,2023-04-05 09:41:20,mobile,referral,632,14,0,0,0
S035361,C02137,2023-04-05 09:43:18,desktop,direct,331,7,0,0,2
S033723,C01371,2023-04-05 09:44:53,desktop,organic,986,17,1,0,5
S066333,C08236,2023-04-05 10:20:24,mobile,organic,279,3,0,0,0
S070589,C06160,2023-04-05 10:54:02,mobile,paid_search,20,1,0,1,2
S036930,C06996,2023-04-05 11:38:24,mobile,direct,120,2,0,0,0
S057320,C04947,2023-04-05 11:56:40,mobile,email,588,6,0,0,0
S042017,C05922,2023-04-05 12:03:07,mobile,email,60,1,0,0,0
S015618,C02932,2023-04-05 12:03:31,mobile,social,41,1,0,0,0
S078676,C09303,2023-04-05 12:15:03,desktop,direct,210,5,0,0,0
S006727,C02570,2023-04-05 12:15:44,mobile,organic,181,2,0,0,0
S023659,C04882,2023-04-05 12:18:24,desktop,email,65,1,0,0,2
S018377,C04273,2023-04-05 12:24:04,mobile,direct,329,4,0,0,0
S057228,C07733,2023-04-05 12:38:54,desktop,email,319,4,0,0,0
S004601,C04631,2023-04-05 12:55:36,mobile,email,302,3,0,0,0
S041114,C07368,2023-04-05 13:15:23,mobile,organic,989,20,0,0,0
S030430,C09397,2023-04-05 13:24:46,tablet,social,2005,44,1,0,2
S037775,C01432,2023-04-05 13:25:56,mobile,direct,324,3,0,0,0
S019638,C08995,2023-04-05 13:27:40,mobile,referral,81,2,0,0,1
S042635,C00823,2023-04-05 13:36:20,mobile,email,280,3,0,0,0
S065855,C01763,2023-04-05 13:37:01,mobile,paid_search,22,1,1,1,5
S034967,C01945,2023-04-05 13:49:16,mobile,paid_search,942,29,0,0,0
S053105,C02979,2023-04-05 13:50:13,desktop,organic,961,10,0,0,2
S026757,C01470,2023-04-05 14:04:28,tablet,social,132,2,0,0,0
S028382,C00698,2023-04-05 14:05:18,mobile,paid_search,232,4,0,0,2
S019124,C01921,2023-04-05 14:21:32,tablet,social,648,10,0,0,0
S062039,C04484,2023-04-05 14:43:26,desktop,email,152,4,0,0,0
S065815,C07197,2023-04-05 14:54:10,tablet,organic,259,6,0,0,0
S048285,C09387,2023-04-05 15:09:11,mobile,direct,17,1,0,1,0
S031637,C09712,2023-04-05 16:16:48,mobile,social,975,16,0,0,1
S022472,C02149,2023-04-05 16:27:03,desktop,paid_search,118,3,0,0,2
S065651,C09000,2023-04-05 16:38:53,mobile,social,1369,26,0,0,0
S014378,C05653,2023-04-05 16:43:16,mobile,direct,513,5,0,0,2
S071690,C03212,2023-04-05 16:43:32,tablet,referral,164,2,0,0,0
S043024,C06939,2023-04-05 16:49:51,mobile,paid_search,57,1,0,0,0
S054352,C02278,2023-04-05 17:44:01,tablet,referral,61,1,1,0,5
S006434,C08476,2023-04-05 17:53:40,tablet,direct,361,4,0,0,0
S039501,C02568,2023-04-05 18:13:13,tablet,email,372,6,0,0,2
S057471,C01851,2023-04-05 18:14:05,desktop,paid_search,48,1,0,0,1
S050171,C04041,2023-04-05 18:15:07,desktop,organic,1252,14,1,0,3
S072936,C08990,2023-04-05 18:17:54,tablet,direct,453,11,0,0,1
S066390,C06982,2023-04-05 18:28:53,desktop,organic,450,14,0,0,0
S046408,C07555,2023-04-05 18:31:23,desktop,direct,359,10,0,0,0
S007896,C04121,2023-04-05 18:33:22,mobile,organic,1570,24,0,0,1
S078189,C01272,2023-04-05 18:38:05,mobile,direct,255,3,0,0,0
S059268,C06805,2023-04-05 18:56:08,desktop,paid_search,10,1,0,1,1
S065675,C00957,2023-04-05 19:00:59,mobile,direct,813,13,0,0,0
S010812,C00447,2023-04-05 19:04:56,mobile,direct,315,8,0,0,1
S075891,C00118,2023-04-05 19:27:34,mobile,organic,16,1,0,1,1
S043918,C03584,2023-04-05 19:38:48,desktop,email,1011,21,0,0,0
S056867,C04982,2023-04-05 19:49:36,mobile,organic,374,4,0,0,1
S014562,C00839,2023-04-05 20:08:43,mobile,social,61,1,0,0,0
S074155,C09267,2023-04-05 20:33:35,mobile,social,626,7,1,0,4
S019323,C05783,2023-04-05 21:06:14,desktop,organic,595,8,0,0,0
S000442,C05021,2023-04-05 21:08:05,mobile,direct,634,7,0,0,0
S064054,C00628,2023-04-05 21:10:57,mobile,direct,86,1,0,0,1
S058391,C01285,2023-04-05 21:16:30,desktop,referral,141,2,0,0,2
S035886,C08162,2023-04-05 21:25:12,desktop,social,358,5,1,0,3
S032932,C07209,2023-04-05 21:47:38,desktop,organic,713,11,0,0,0
S017303,C06776,2023-04-05 21:52:02,mobile,organic,54,1,0,0,1
S039837,C09052,2023-04-05 21:54:31,mobile,email,1913,30,0,0,0
S050440,C05990,2023-04-05 22:00:05,mobile,email,43,1,0,0,2
S071831,C01066,2023-04-05 22:04:16,mobile,paid_search,89,1,0,0,1
S045844,C09499,2023-04-05 22:12:49,desktop,organic,131,2,1,0,1
S001190,C09961,2023-04-05 22:16:37,mobile,email,78,1,0,0,1
S073562,C05918,2023-04-05 22:26:25,tablet,organic,371,4,1,0,3
S024469,C01657,2023-04-05 23:03:45,tablet,organic,1317,21,0,0,0
S014775,C08059,2023-04-05 23:41:05,mobile,social,141,3,0,0,0
S018966,C00368,2023-04-05 23:42:14,mobile,direct,131,1,1,0,3
S069987,C04534,2023-04-05 23:44:06,desktop,email,331,6,0,0,0
S068199,C04219,2023-04-05 23:47:19,mobile,email,366,7,0,0,0
S031418,C05534,2023-04-05 23:55:45,mobile,organic,85,2,0,0,2
S045773,C09595,2023-04-06 00:08:17,mobile,referral,116,1,0,0,1
S043312,C06395,2023-04-06 00:17:17,tablet,paid_search,485,7,1,0,1
S068696,C07257,2023-04-06 00:33:54,mobile,organic,480,6,0,0,2
S022754,C01927,2023-04-06 00:45:45,desktop,email,30,1,0,0,0
S045394,C04353,2023-04-06 01:02:57,mobile,email,49,1,0,0,1
S006397,C05995,2023-04-06 01:03:22,mobile,organic,209,3,0,0,0
S029154,C04709,2023-04-06 01:18:16,mobile,email,108,1,0,0,0
S051128,C01288,2023-04-06 01:18:35,desktop,organic,74,1,0,0,0
S014354,C08177,2023-04-06 01:20:01,desktop,social,231,3,0,0,0
S066735,C04354,2023-04-06 01:24:25,mobile,email,462,6,0,0,2
S010664,C03041,2023-04-06 01:28:17,desktop,social,187,2,0,0,0
S044284,C03041,2023-04-06 01:56:25,tablet,social,247,3,0,0,0
S024440,C09355,2023-04-06 02:01:59,tablet,email,50,1,0,0,2
S058801,C05489,2023-04-06 02:07:50,mobile,organic,107,1,1,0,5
S059005,C03925,2023-04-06 02:09:38,mobile,organic,248,4,0,0,0
S078900,C08164,2023-04-06 02:11:01,desktop,organic,202,2,0,0,0
S060015,C07626,2023-04-06 02:49:48,tablet,direct,755,15,0,0,1
S067701,C07396,2023-04-06 02:57:14,mobile,organic,310,7,0,0,0
S049490,C00419,2023-04-06 03:14:28,desktop,organic,773,12,0,0,0
S044982,C00857,2023-04-06 03:37:03,tablet,organic,433,5,0,0,2
S057607,C02201,2023-04-06 03:39:10,desktop,email,1640,23,0,0,0
S006037,C05419,2023-04-06 03:45:35,desktop,social,71,1,0,0,0
S002903,C07145,2023-04-06 04:04:55,desktop,social,45,1,0,0,0
S061551,C06062,2023-04-06 04:19:35,mobile,organic,50,1,0,0,0
S043738,C05866,2023-04-06 04:45:08,mobile,referral,115,3,0,0,1
S048017,C05983,2023-04-06 04:49:23,mobile,email,21,1,0,1,2
S069155,C03182,2023-04-06 04:50:18,mobile,paid_search,391,4,0,0,2
S068475,C02268,2023-04-06 04:50:18,desktop,referral,25,1,1,1,1
S042022,C05997,2023-04-06 04:51:29,mobile,referral,251,2,0,0,1
S072991,C05364,2023-04-06 05:03:06,mobile,organic,45,1,0,0,1
S032480,C03412,2023-04-06 05:23:59,tablet,direct,137,1,0,0,0
S051616,C03238,2023-04-06 05:35:50,mobile,paid_search,427,9,0,0,2
S004995,C06962,2023-04-06 06:03:54,mobile,organic,10,1,0,1,0
S004856,C00922,2023-04-06 06:18:09,mobile,referral,47,1,0,0,1
S048426,C06455,2023-04-06 06:18:38,mobile,email,40,1,0,0,2
S060824,C01664,2023-04-06 06:24:32,mobile,organic,384,6,0,0,0
S003277,C01771,2023-04-06 06:29:46,mobile,social,578,12,0,0,0
S021648,C02721,2023-04-06 06:32:41,mobile,paid_search,134,3,0,0,0
S043473,C03199,2023-04-06 06:40:49,desktop,organic,1090,15,1,0,2
S027656,C09591,2023-04-06 06:57:23,mobile,paid_search,88,1,0,0,2
S030277,C03106,2023-04-06 07:06:20,mobile,referral,10,1,0,1,0
S031812,C01421,2023-04-06 07:16:19,tablet,paid_search,150,4,0,0,1
S010826,C09335,2023-04-06 07:28:05,desktop,social,110,2,0,0,0
S011431,C03212,2023-04-06 08:01:39,desktop,organic,193,3,0,0,1
S043795,C00190,2023-04-06 08:26:13,desktop,organic,1746,41,0,0,0
S039810,C04863,2023-04-06 08:29:26,desktop,social,119,1,0,0,0
S050765,C02293,2023-04-06 08:43:19,mobile,organic,38,1,0,0,0
S004419,C08507,2023-04-06 09:27:32,desktop,paid_search,10,1,1,1,5
S010934,C01937,2023-04-06 09:34:24,desktop,email,774,14,1,0,1
S005707,C03578,2023-04-06 09:59:02,mobile,paid_search,42,1,0,0,0
S041108,C09267,2023-04-06 10:23:56,tablet,organic,28,1,0,1,0
S055231,C04082,2023-04-06 10:31:53,mobile,referral,728,22,0,0,1
S026801,C00478,2023-04-06 10:44:04,desktop,paid_search,16,1,0,1,0
S001673,C00715,2023-04-06 11:23:44,tablet,direct,10,1,0,1,0
S014861,C03689,2023-04-06 11:30:43,mobile,direct,48,1,0,0,0
S004695,C07678,2023-04-06 11:35:48,desktop,email,164,2,0,0,0
S006704,C03459,2023-04-06 11:36:39,tablet,organic,10,1,0,1,2
S031774,C02239,2023-04-06 12:17:03,desktop,social,587,8,0,0,1
S073212,C08977,2023-04-06 12:19:15,mobile,social,177,2,0,0,0
S051366,C04844,2023-04-06 12:38:45,desktop,direct,385,5,1,0,2
S015502,C00181,2023-04-06 12:46:59,mobile,paid_search,52,1,0,0,0
S028956,C09826,2023-04-06 12:50:25,mobile,social,96,1,0,0,0
S051400,C04376,2023-04-06 12:52:41,mobile,paid_search,690,10,0,0,0
S016609,C09677,2023-04-06 12:57:28,tablet,direct,89,2,0,0,2
S033066,C02727,2023-04-06 13:00:09,desktop,direct,363,6,0,0,2
S042723,C03645,2023-04-06 13:02:24,mobile,email,733,14,1,0,4
S063628,C03731,2023-04-06 13:03:27,mobile,direct,671,7,0,0,0
S018910,C03462,2023-04-06 13:26:24,tablet,direct,189,3,0,0,2
S019559,C02923,2023-04-06 13:44:53,mobile,social,105,2,0,0,1
S060392,C01531,2023-04-06 13:45:40,desktop,paid_search,32,1,0,0,2
S010390,C04265,2023-04-06 14:22:05,tablet,email,161,1,0,0,1
S007916,C06900,2023-04-06 14:47:50,mobile,direct,46,1,0,0,0
S032193,C03407,2023-04-06 14:52:07,mobile,organic,17,1,0,1,2
S020769,C08911,2023-04-06 14:56:49,mobile,organic,246,5,0,0,0
S077856,C00572,2023-04-06 14:57:19,tablet,organic,64,1,0,0,0
S013247,C07181,2023-04-06 14:59:26,mobile,paid_search,673,11,0,0,0
S016866,C00798,2023-04-06 15:09:55,mobile,organic,70,1,1,0,1
S037124,C03277,2023-04-06 15:59:01,mobile,email,87,1,0,0,0
S060075,C02935,2023-04-06 16:12:31,mobile,organic,365,4,0,0,1
